,SPY,QQQ,IWM,EFA,EEM,TLT,IEF,GLD,VNQ,DBC
2015-12-15,83.8993,99.8428,103.7886,103.5705,118.0627,131.389,137.2831,139.998,168.4875,142.1124
2015-12-16,84.7541,100.5344,104.5407,104.7293,119.2871,130.7776,137.1604,140.4938,170.72,141.9962
2015-12-17,84.4451,100.861,104.5879,104.4361,120.3226,130.5492,137.01,139.8093,171.4367,141.9497
2015-12-18,83.5231,100.2555,103.9226,104.3119,121.805,130.6731,137.3252,139.3223,171.954,142.225
2015-12-21,84.0183,101.0378,105.2983,105.3511,122.0406,131.4225,137.4592,138.9429,173.6538,140.5957
2015-12-22,84.3832,99.0582,105.3117,104.9497,121.5447,131.7497,137.8103,137.7683,171.7207,140.1608
2015-12-23,84.1877,99.9296,105.0008,104.3602,121.2147,132.0741,137.6666,137.6412,171.025,140.7792
2015-12-24,84.8342,100.2791,106.0015,105.2391,120.4386,132.1,138.1412,136.2923,170.0789,141.1435
2015-12-25,83.4358,97.9828,103.1707,103.7885,117.9214,133.8201,138.6506,134.3355,167.3217,138.8838
2015-12-28,83.4429,98.2658,104.0505,104.5647,117.2315,133.4886,139.0201,135.0901,167.7641,138.9763
2015-12-29,83.0447,97.9615,104.8758,104.9235,116.9852,132.8618,139.7222,133.8524,168.2997,137.9601
2015-12-30,83.2839,99.3166,105.4072,107.157,116.9962,131.7564,138.9508,133.5106,170.4344,138.5697
2015-12-31,82.1747,98.3077,104.7932,107.314,116.1445,133.0493,139.5647,133.954,168.3368,139.2045
2016-01-01,81.917,96.797,104.7901,106.7687,113.939,133.0522,139.2901,134.0641,167.5454,138.7676
2016-01-04,81.0969,94.842,102.8357,105.6266,113.2319,133.1125,139.5438,132.7671,163.9284,137.2057
2016-01-05,81.2311,94.7635,102.452,104.5168,112.8341,134.4037,140.4402,132.165,162.7743,135.8459
2016-01-06,81.422,94.5356,102.2375,104.6868,112.6454,133.966,140.3366,132.1869,160.5642,134.407
2016-01-07,82.1111,95.1538,101.9166,104.7767,113.3133,134.3758,140.5414,131.1871,160.2555,135.2724
2016-01-08,81.385,94.5971,100.8418,104.1143,112.196,135.6002,140.8471,131.3408,158.9386,132.6065
2016-01-11,83.292,95.9904,102.4873,104.402,113.9073,134.8441,140.4771,131.1189,160.7579,133.3173
2016-01-12,83.2034,95.6482,102.809,103.994,113.3899,135.1135,139.9583,130.4449,159.7623,132.6587
2016-01-13,84.9555,97.2376,103.017,105.4865,115.2098,136.0373,141.0777,130.776,160.0699,132.4094
2016-01-14,84.7133,97.5545,102.6712,105.2033,116.4357,136.122,141.1101,130.0984,161.2538,132.824
2016-01-15,84.8878,97.9,103.2425,105.2889,117.0694,135.9006,140.8234,129.7345,159.8088,131.3474
2016-01-18,85.328,98.825,104.4552,106.1178,117.3794,136.0669,141.5098,130.0963,161.1735,131.6737
2016-01-19,86.0998,98.9663,104.671,107.4679,119.2504,136.2701,141.8684,130.0351,161.2836,130.4565
2016-01-20,88.0895,99.6486,107.1651,110.1182,120.5291,136.6435,142.527,131.1431,161.8443,131.9622
2016-01-21,89.3216,100.893,109.684,111.0807,121.3659,136.9412,142.4567,131.4652,164.6443,132.2542
2016-01-22,88.7769,99.7719,108.1315,109.9669,119.7394,137.1586,142.9839,131.1471,164.0538,130.5513
2016-01-25,89.7447,101.2576,109.1662,111.5463,122.4598,137.4404,142.6199,131.5996,165.4373,131.7554
2016-01-26,88.3518,100.5948,108.3471,110.8317,120.1014,137.6735,142.6673,131.5724,163.3999,131.3239
2016-01-27,89.4665,102.1353,111.2142,112.3542,122.3198,136.4644,142.0876,131.7595,164.9079,132.3923
2016-01-28,89.877,103.6709,111.1132,113.616,122.7258,136.7437,142.886,131.347,164.5706,131.9873
2016-01-29,89.7106,104.2877,111.0276,112.2377,122.4319,137.0141,142.5538,132.9795,164.1482,133.9859
2016-02-01,89.1519,104.8321,111.5653,112.2243,122.9913,135.6662,141.8288,133.6913,164.658,134.1498
2016-02-02,88.9898,103.0133,110.7119,111.8029,121.4412,136.7245,142.1616,133.7242,165.4806,134.0059
2016-02-03,88.9127,103.1361,109.4738,111.7353,123.5086,135.97,142.3354,133.9974,165.2051,134.5211
2016-02-04,91.2176,106.4918,112.0784,111.9504,125.2105,133.1472,141.0247,132.3168,168.8919,135.3496
2016-02-05,91.2484,106.6948,111.3708,111.9855,125.4543,133.3248,141.4831,133.2463,169.2389,134.5661
2016-02-08,92.5072,108.4852,111.766,112.5943,128.172,134.1187,141.2501,133.285,168.7234,135.9154
2016-02-09,93.0927,107.9826,110.8732,114.0087,128.8286,133.3556,140.9654,135.679,169.4219,137.8323
2016-02-10,92.6157,109.2171,111.6382,113.9538,129.5139,135.0258,140.9717,133.1953,168.3698,136.3004
2016-02-11,91.6635,107.0296,109.4295,112.2752,126.2157,134.9566,140.8194,134.1497,168.3033,137.2584
2016-02-12,91.7015,104.4328,108.5672,110.3769,125.0216,134.7399,140.6702,136.2752,169.293,140.2912
2016-02-15,91.4231,103.6669,108.4296,110.2306,124.7006,134.3747,140.3578,134.6703,168.9838,139.0004
2016-02-16,91.7728,101.9681,108.4395,110.5678,125.5342,134.1921,139.7792,135.8693,170.3843,138.7239
2016-02-17,91.3765,100.2701,107.7061,109.749,125.3463,134.0556,140.2699,135.5125,169.2178,139.1768
2016-02-18,90.2188,100.1627,106.2397,108.733,124.1844,135.1124,141.5169,134.9055,168.1557,137.5601
2016-02-19,90.3618,100.0187,106.3645,108.5415,125.0958,134.1127,141.1945,133.8882,168.5757,139.6091
2016-02-22,91.2622,99.9629,106.7,109.9563,126.5642,133.5241,140.8273,134.8308,171.0224,141.7064
2016-02-23,91.4041,99.6614,105.8537,110.5051,124.6654,134.1716,141.2465,136.1667,172.1993,143.1634
2016-02-24,89.7529,97.6152,104.3426,108.5419,124.6867,133.7539,140.901,137.317,171.8113,142.7211
2016-02-25,88.677,96.5474,102.6536,106.5425,122.4191,134.4848,141.2039,139.0233,169.3854,142.8024
2016-02-26,88.0262,95.2327,102.1524,107.0548,121.8151,134.2797,141.1394,138.1097,168.0777,141.0371
2016-02-29,90.0296,98.329,105.8751,109.9174,124.943,133.8249,140.3324,137.006,172.2883,143.234
2016-03-01,90.3934,97.3853,105.7823,108.75,124.355,133.638,140.4446,135.7069,172.6139,139.0338
2016-03-02,88.4582,96.8781,102.922,106.0574,121.0345,134.0551,140.4351,134.5767,170.5498,138.6862
2016-03-03,87.81,97.0935,101.3326,106.1677,119.4021,134.7291,141.375,136.1455,169.9339,138.6099
2016-03-04,87.342,95.8708,99.7482,104.7551,117.6239,135.0572,141.5082,136.4703,168.9088,137.4482
2016-03-07,87.2439,96.3761,99.4697,105.0521,118.9079,135.5114,141.6378,135.646,169.1724,137.2173
2016-03-08,85.3987,94.5779,97.5955,103.9738,116.3832,135.6854,141.4808,135.0493,167.2952,137.065
2016-03-09,85.8165,94.1472,97.8295,104.0186,115.7987,136.4579,141.7816,136.0254,169.4086,137.4885
2016-03-10,87.1527,95.373,99.5372,106.0709,117.9213,136.5208,141.2089,136.8146,171.4072,140.4349
2016-03-11,88.3253,97.7719,102.1071,108.1051,118.2502,135.4456,140.7516,137.4208,173.3902,140.8327
2016-03-14,88.0927,97.3522,102.3458,107.8233,117.7809,135.5916,140.4351,137.9285,173.9855,142.2616
2016-03-15,86.7698,95.0078,102.6934,106.3486,116.8244,135.7695,140.7248,138.3333,171.2992,141.1933
2016-03-16,87.0549,95.3161,104.2903,107.516,118.256,136.0137,140.3451,138.4804,171.4989,143.2278
2016-03-17,87.9014,97.1994,106.4181,109.5418,118.7012,135.9807,140.5341,137.8731,173.0444,143.1304
2016-03-18,87.3238,96.9985,106.0673,109.1921,118.6554,136.4464,140.5478,138.0058,170.7586,142.6908
2016-03-21,88.0974,97.765,106.2003,110.5053,120.0209,136.5514,140.7448,138.8715,173.8848,143.501
2016-03-22,87.548,98.0239,105.3694,109.5874,118.4208,136.8367,140.5787,138.3568,172.7407,143.9974
2016-03-23,87.0472,96.695,104.6028,109.0363,117.9543,137.5483,141.3771,137.9708,171.0768,144.0883
2016-03-24,88.2641,98.7642,105.6213,109.3776,118.497,136.1562,140.4509,136.1703,174.2983,143.5921
2016-03-25,88.4616,98.4017,104.9086,109.318,118.4875,136.3066,140.8697,135.8519,173.9002,142.7969
2016-03-28,90.5567,101.3822,107.8,111.2413,121.5407,136.1171,140.4073,136.1054,177.4156,145.2271
2016-03-29,90.1521,100.7828,106.6276,111.3181,120.9982,134.3486,139.934,135.5357,176.885,144.0251
2016-03-30,88.7694,98.6172,103.4835,110.7341,119.734,134.5231,139.366,135.1397,174.5632,142.4568
2016-03-31,89.0465,99.3981,102.8479,110.6961,120.6124,134.0668,138.8604,136.2181,176.4538,142.2289
2016-04-01,87.8727,99.7339,102.3942,109.2425,120.9799,133.5214,138.1693,135.5636,175.6316,139.7341
2016-04-04,85.6174,96.0897,98.3042,106.3592,117.8548,134.5376,138.7808,135.4145,172.0112,137.0049
2016-04-05,85.0981,94.9638,97.3908,105.9614,118.085,136.6541,139.0162,135.3014,168.5308,138.1535
2016-04-06,85.1164,95.6817,97.4942,105.7444,117.9582,136.9321,139.102,134.9777,169.1836,136.9306
2016-04-07,83.9615,95.1613,97.0196,104.9727,115.7156,136.6317,138.8095,134.8326,167.7009,136.4945
2016-04-08,84.0304,95.1773,96.8554,106.0625,115.3861,136.073,139.0256,134.4266,167.7758,137.4144
2016-04-11,83.4255,94.5665,95.7483,105.8333,114.8043,136.3581,139.4739,134.5936,166.9291,136.0376
2016-04-12,84.5243,96.3223,96.4149,106.6627,115.8216,137.4401,139.6506,135.2767,167.1956,137.1684
2016-04-13,84.4409,97.0279,97.5468,106.9504,117.0862,137.1947,139.4116,136.5304,167.2067,139.6726
2016-04-14,83.3817,95.9252,97.2421,105.2538,115.5786,136.7756,140.1621,136.7303,166.6471,140.173
2016-04-15,82.6414,94.5931,96.2585,104.4741,116.0812,138.889,141.182,136.3737,165.2962,139.6148
2016-04-18,83.2078,95.9804,98.1535,105.4693,117.046,138.8285,140.8826,135.6347,165.6632,140.6484
2016-04-19,81.7811,94.374,97.9107,103.8737,115.8466,139.8939,141.3225,136.4507,164.7802,140.6475
2016-04-20,81.846,94.7033,97.15,103.4925,114.8306,139.5754,141.2978,135.9082,164.9097,140.1503
2016-04-21,81.8382,94.9506,97.6226,102.8902,113.3441,139.9761,141.8065,134.5537,163.4278,139.5723
2016-04-22,81.7758,94.7914,96.9546,102.098,112.6666,140.5405,142.1062,134.8619,161.2987,138.4443
2016-04-25,83.1384,97.16,99.0437,102.6465,113.8843,141.25,142.6568,133.7781,162.4237,137.3729
2016-04-26,83.4824,97.819,100.0748,103.2992,114.3089,140.1619,142.5554,133.1752,163.7898,139.4523
2016-04-27,83.9133,99.0047,99.4059,103.7337,116.3647,140.4827,142.0722,132.8293,164.5458,141.0772
2016-04-28,84.8598,101.4933,100.2818,104.5983,117.6948,138.0414,141.2114,131.7773,166.3505,141.5101
2016-04-29,83.434,99.8962,97.4337,102.6425,115.7935,138.7278,141.429,132.9021,164.6741,141.0315
2016-05-02,83.556,101.02,96.6323,102.8541,116.7852,138.3416,141.2878,132.8329,166.5767,138.9837
2016-05-03,82.8637,100.68,96.5045,102.6911,115.749,138.8526,142.1882,132.4218,164.537,137.9401
2016-05-04,83.6771,102.839,98.6692,103.4435,117.0039,138.3727,141.1407,133.2808,165.2693,139.6681
2016-05-05,85.2382,104.1318,99.9258,104.416,117.318,137.4998,141.0297,132.9912,169.8751,140.3003
2016-05-06,84.8871,103.2256,99.8355,104.0802,115.6471,138.5523,141.7963,134.148,169.2607,138.8572
2016-05-09,85.609,103.0574,100.8459,104.8063,115.6902,139.7234,142.01,133.8094,167.7232,138.6646
2016-05-10,83.9385,100.6888,99.1599,103.7534,113.9186,141.1185,142.222,133.7935,165.0354,138.7161
2016-05-11,85.1813,102.3253,101.8963,106.0854,115.9717,139.8806,142.6105,134.8217,167.3456,140.4001
2016-05-12,85.3231,103.0072,101.5016,106.312,115.9032,139.4569,142.1977,135.2812,167.6114,142.2819
2016-05-13,85.25,102.6758,102.1896,106.523,116.441,138.5541,142.0198,135.9237,168.6455,143.7185
2016-05-16,85.7126,103.6512,103.6168,107.2293,116.5885,138.2153,142.4036,136.4282,168.6801,144.236
2016-05-17,84.3056,101.6798,102.9365,106.2072,115.2328,137.2412,142.0939,136.4833,169.9278,144.1263
2016-05-18,83.6548,101.7139,102.7176,104.875,114.7701,136.4698,141.4637,135.8969,169.9397,143.4357
2016-05-19,82.4463,100.2951,101.7986,104.3189,113.0025,137.6499,141.8371,136.1161,168.148,141.4837
2016-05-20,82.224,99.4236,100.6387,104.6314,112.7165,137.6484,142.1337,137.8291,167.1326,143.7399
2016-05-23,81.8401,99.2143,100.9103,104.1862,112.7775,137.8594,141.8556,137.9781,165.8933,143.2362
2016-05-24,81.8617,98.711,99.992,104.8515,112.8802,137.7188,141.5123,137.8964,164.9136,143.686
2016-05-25,84.434,101.4163,103.3649,106.8161,115.3974,136.8296,141.1095,141.6189,168.3305,146.7122
2016-05-26,85.5989,102.8866,105.1155,106.6657,115.6685,136.8594,140.3507,140.1626,168.803,144.4991
2016-05-27,85.8051,104.7788,105.4879,107.0944,115.8062,136.1011,140.3112,138.9978,170.7825,143.3975
2016-05-30,84.8712,102.4434,103.3163,104.9395,114.1183,135.7707,139.3683,138.6256,168.6602,143.5436
2016-05-31,85.0099,101.949,104.8966,105.1738,115.7693,133.8996,138.7042,139.7479,170.1239,144.5259
2016-06-01,86.9308,104.9364,107.5607,106.7429,118.6675,132.0665,138.1404,139.4009,174.023,145.4815
2016-06-02,87.3385,105.9249,107.2481,107.763,118.1142,131.5391,138.0753,139.8853,175.2925,145.1615
2016-06-03,88.2234,108.1482,108.9549,109.214,119.7996,130.0495,137.1912,139.9115,177.8959,146.164
2016-06-06,88.2333,107.8669,108.7847,108.9428,119.4725,130.1446,137.1258,138.9259,180.4596,146.0561
2016-06-07,87.6382,106.8708,106.5667,107.8798,118.7077,129.5012,136.9847,138.8767,178.8259,146.943
2016-06-08,88.5299,108.2832,107.4586,108.6287,118.7387,128.4169,136.5211,138.6707,180.7905,148.5135
2016-06-09,87.7941,108.981,106.1581,108.8312,120.0101,128.0533,136.0913,139.5638,180.9051,150.2478
2016-06-10,87.1106,107.9301,106.0164,107.2441,118.4899,129.5228,136.4302,138.7666,181.182,148.4838
2016-06-13,88.952,110.2907,108.0154,109.3654,121.1752,128.3958,136.2604,140.2898,184.3901,148.3835
2016-06-14,89.3611,112.0216,109.7026,108.8387,121.4488,126.536,135.6016,138.4629,187.3674,146.2104
2016-06-15,87.9232,110.488,108.87,107.7848,121.1774,126.8388,135.7711,138.0185,184.3317,145.3945
2016-06-16,86.7414,108.3575,105.3782,107.2654,119.9189,125.7465,135.1185,137.55,182.0079,145.434
2016-06-17,86.9766,107.9077,105.1789,108.7292,120.6771,126.63,135.7485,138.2891,180.7284,145.7817
2016-06-20,85.0485,105.992,102.332,106.605,118.8386,128.0105,136.4842,140.229,177.4252,145.9046
2016-06-21,86.1288,106.6121,104.7334,107.0826,119.7664,127.2665,135.8831,141.2231,179.7793,147.2704
2016-06-22,85.9859,108.8607,105.9857,107.4688,123.0771,126.3288,135.8109,139.1611,180.3786,146.317
2016-06-23,85.9301,108.0602,106.2227,107.2836,123.2929,126.6446,136.1805,139.2159,178.7296,147.6292
2016-06-24,87.1919,110.2739,107.3825,108.0465,124.2327,126.9725,135.6693,138.1141,179.7385,147.4036
2016-06-27,87.3819,112.2034,107.4322,107.8875,124.8639,125.6089,135.5083,137.0552,178.2192,146.0809
2016-06-28,86.9249,111.6188,106.6148,106.9696,124.502,125.684,135.5578,135.6938,176.8531,144.0673
2016-06-29,86.3501,110.3366,105.4636,106.5905,124.2658,126.493,135.5228,135.3213,175.7168,145.2454
2016-06-30,85.5533,110.2919,105.9182,106.0554,124.1064,127.6138,135.5116,136.1022,175.4318,145.21
2016-07-01,84.8643,108.8722,104.5834,104.5888,123.6358,126.8449,135.6645,135.5708,174.1787,144.5092
2016-07-04,86.0981,110.4473,104.6748,104.9546,125.3528,125.5131,135.3194,135.4169,177.7059,144.7209
2016-07-05,86.2964,110.7997,104.447,104.9137,124.8146,124.6699,134.8205,135.8425,178.8231,142.775
2016-07-06,85.8853,111.3758,105.0622,104.1502,126.3779,124.5233,135.327,134.1552,178.9212,141.0205
2016-07-07,86.9363,112.1633,106.5138,104.9432,129.8021,123.8317,134.9896,134.8681,181.3394,143.107
2016-07-08,87.2073,111.3557,106.1279,105.0153,130.032,123.7555,134.6738,132.7777,181.7107,140.5258
2016-07-11,85.8044,108.9582,105.6037,103.8587,128.5931,124.4001,134.6895,132.2434,179.8066,139.1623
2016-07-12,85.9499,108.7654,104.7735,102.7989,128.5166,123.8375,134.5033,131.7678,179.987,140.7923
2016-07-13,86.0176,108.1901,103.66,103.8398,128.9183,123.9532,134.7608,132.8863,182.9917,141.8956
2016-07-14,86.0839,107.6034,103.0414,104.1453,128.8928,124.2062,135.3272,134.758,182.8386,142.7409
2016-07-15,85.5548,106.3383,102.8424,103.1254,126.6075,125.315,136.4247,135.2103,180.6203,141.8521
2016-07-18,85.1731,107.13,102.4393,102.7819,127.7864,125.7349,136.3123,133.9504,181.2894,142.5528
2016-07-19,85.7643,106.3942,101.2657,102.2571,128.7119,125.8269,136.3246,133.6701,182.0701,141.3924
2016-07-20,87.9349,109.7919,105.7164,105.4321,131.0436,124.3656,134.9095,134.1928,187.4021,141.4909
2016-07-21,88.7217,110.8539,106.6393,105.8642,132.79,123.6818,134.7655,135.3872,186.3285,141.512
2016-07-22,89.5572,112.2611,107.0399,105.7575,132.6441,124.9569,135.5509,135.2566,187.2645,139.9149
2016-07-25,90.1538,112.656,107.7665,105.8742,132.7547,125.9534,136.0851,135.5489,187.5461,137.7914
2016-07-26,89.7488,112.8862,107.0247,105.2215,133.4873,126.5059,136.329,135.7774,187.525,136.9414
2016-07-27,87.5446,111.1948,104.9865,104.3633,129.5616,126.9908,136.7807,135.298,185.8932,136.7544
2016-07-28,85.8283,109.64,103.6687,103.1366,127.2818,127.9459,137.2029,133.2445,180.6315,134.3642
2016-07-29,84.5768,107.8396,102.6399,101.3713,125.4753,128.8117,138.1325,132.8868,178.4995,133.0382
2016-08-01,84.5464,107.2524,102.9424,101.3011,125.2719,128.9449,137.843,133.0017,177.7448,132.3862
2016-08-02,84.5362,108.3885,103.998,102.329,124.7183,128.445,137.9029,131.9039,180.3069,133.8031
2016-08-03,84.6368,108.1582,103.3355,102.8524,125.7658,128.0705,137.3397,131.7089,181.8876,135.596
2016-08-04,86.5103,111.2624,106.388,105.9892,129.7868,126.2496,136.5243,132.3105,184.9061,136.3326
2016-08-05,87.5813,114.1698,107.2654,108.8822,131.7891,125.3532,135.7716,132.099,188.3955,137.6327
2016-08-08,88.7353,115.6586,108.6275,109.1126,131.9633,123.8461,135.1939,132.1086,186.189,137.8028
2016-08-09,88.4629,116.1906,109.6601,108.8893,134.6633,124.189,135.3284,131.3677,186.8417,136.2334
2016-08-10,88.9554,116.2277,110.218,109.2066,135.0027,124.3808,135.0629,131.2235,186.6753,134.4719
2016-08-11,87.1372,113.1683,108.2203,106.4674,133.6716,126.2614,135.5319,130.4405,184.0116,132.8702
2016-08-12,86.8036,111.7012,107.5491,106.5262,132.9747,127.4464,135.8601,129.0321,182.4761,131.0143
2016-08-15,86.6327,111.3268,108.0096,106.1351,134.6153,128.002,136.2788,129.2176,182.9547,130.7794
2016-08-16,85.0264,108.4845,104.9584,105.2356,132.9518,128.4807,136.6095,128.0593,183.2383,129.0164
2016-08-17,84.3495,107.4749,102.653,105.1955,132.5969,129.9687,138.0496,127.121,179.4649,127.8969
2016-08-18,83.0846,107.1949,101.33,103.5843,131.6385,129.8491,137.7747,126.4686,178.4753,127.9821
2016-08-19,83.35,107.6956,99.8027,103.2158,130.8886,131.064,138.4712,126.7197,180.6913,128.2264
2016-08-22,85.3629,109.3438,101.1501,105.1138,131.349,129.338,137.7065,126.4554,181.55,127.4706
2016-08-23,86.1679,109.5593,102.3252,105.5971,131.7857,129.2781,137.6569,126.3048,181.6385,127.3806
2016-08-24,85.6643,107.6522,102.5474,104.7715,132.0474,129.0282,137.768,126.1206,181.3464,126.9178
2016-08-25,86.3943,108.3937,103.4218,105.1485,133.5812,129.1506,137.375,125.943,184.1807,127.3943
2016-08-26,86.8529,108.8183,104.9239,106.0532,134.7531,128.7776,137.8588,125.7358,186.478,128.0495
2016-08-29,87.248,109.0056,105.5081,106.9997,136.1781,128.3866,138.0188,126.6239,186.1804,128.5753
2016-08-30,87.4037,109.1009,104.4061,107.193,133.9437,127.9842,137.5314,126.5461,185.251,128.0575
2016-08-31,85.9721,106.5165,103.331,105.9373,130.8072,128.4767,137.8908,125.4491,184.5388,127.4706
2016-09-01,86.1052,106.0146,103.0567,106.5167,128.107,129.1552,137.9471,125.8221,182.7827,126.5093
2016-09-02,86.7612,108.0599,103.467,107.9457,130.0124,127.9298,137.4163,125.4715,181.7547,125.049
2016-09-05,86.6049,108.6959,102.9137,107.5858,129.171,128.5017,137.4729,123.8747,178.976,124.6892
2016-09-06,86.2098,108.4045,102.0941,108.7214,129.4252,128.11,137.4175,123.3903,177.8013,126.2416
2016-09-07,87.6025,110.5815,104.7014,110.1021,131.3712,128.7735,137.9451,123.0788,181.2048,125.1185
2016-09-08,86.1666,109.4909,102.9715,109.573,130.7101,129.0615,138.171,122.5596,178.2067,124.3461
2016-09-09,85.1561,108.9644,101.7914,108.217,129.051,129.2053,138.4185,121.7901,178.1181,123.5124
2016-09-12,84.5866,106.0823,100.1694,107.7641,128.1632,131.025,139.3111,122.1844,177.3415,122.3956
2016-09-13,83.2296,105.2413,98.0135,106.4802,126.943,132.6859,140.5538,122.2878,175.488,122.4558
2016-09-14,82.2202,103.0258,96.5056,105.3712,125.3871,133.4349,140.2357,121.0105,170.5063,121.7212
2016-09-15,82.4445,103.7396,96.7426,107.2748,127.5395,134.7379,140.1813,119.2911,169.8761,120.4374
2016-09-16,83.3626,104.408,98.1426,108.6002,127.1405,135.0345,140.3733,119.4859,170.1412,121.4584
2016-09-19,83.6933,104.9678,98.8183,108.9941,127.1993,134.9838,140.7619,118.7111,171.8121,119.7296
2016-09-20,83.4339,104.6013,98.5515,108.6393,127.4462,134.3821,140.822,117.3369,171.3005,118.595
2016-09-21,83.0715,103.9911,98.3026,108.3987,127.0065,133.8986,140.8643,115.8414,169.9581,117.8624
2016-09-22,83.4089,104.2886,97.7258,107.7531,126.567,133.6981,141.1614,114.3122,169.9496,117.4124
2016-09-23,83.0927,104.7421,96.8358,108.478,126.3281,132.8387,140.3024,114.5341,169.2428,117.4357
2016-09-26,82.6344,104.9818,96.3816,108.8129,127.4446,132.6873,140.1622,112.8861,168.6228,116.1565
2016-09-27,82.8726,105.1742,96.6949,109.0144,127.7812,132.3461,140.0683,111.9054,168.2444,115.7625
2016-09-28,84.3166,106.5525,97.8508,110.7014,130.9681,133.2057,139.9616,112.5442,171.936,116.2719
2016-09-29,82.2314,104.3648,95.5541,109.6674,128.944,134.0937,140.4131,113.938,168.052,116.1536
2016-09-30,81.691,103.8418,95.1894,108.9949,127.7141,135.3139,141.2374,114.4458,168.8785,115.789
2016-10-03,81.0952,103.004,93.6078,108.5828,127.2495,134.5172,141.7388,114.9115,166.7072,114.6817
